CN ID,Title,Agency,Publish Date,Category,Contract Start Date,Contract End Date,Value (AUD),ATM ID,Supplier Name,LastUpdated
CN3308098,Computer Equipment and Accessories,Department of Defence,1-Dec-15,Computer Equipment and Accessories,16-Nov-15,23-Dec-15,655116,,ETHAN GROUP PTY LTD,1/12/2015 11:25
CN3211372,Software Licences and Support,Department of Defence,30-Jun-15,Software,11-Jun-15,31-May-18,5149945.25,CIOG207/15A,FUJITSU AUSTRALIA LIMITED,30/06/2015 11:31
CN3213022,Software licence and support,Department of Defence,30-Jun-15,Software,26-Jun-15,22-May-16,1508673.1,CIOG145/12,CITRIX SYSTEMS ASIA PACIFIC PTY LTD,30/06/2015 11:45
CN3214172,Software Development Services,Department of Defence,30-Jun-15,Software,17-Jun-15,30-Jun-16,1243968,,HAYS SPECIALIST RECRUITMENT,30/06/2015 11:54
CN2821732,Computer Equipment and Accessories,Department of Defence,27-Jan-15,Computer Equipment and Accessories,13-Jan-15,31-Mar-15,592761.4,,ETHAN GROUP PTY LTD,27/01/2015 11:24
CN2893282,Maritime Materiel Body of Knowledge Ph3/4,Department of Defence,3-Mar-15,Software,19-Feb-15,24-Aug-15,1083175.95,,IBM AUSTRALIA LTD,3/03/2015 10:23
CN3266862,Scanners,Department of Defence,15-Jul-15,Computers,29-Jun-15,31-Jul-15,661288.5,,ADVANCED RECORDS MANAGEMENT,15/07/2015 16:34
CN3266992,Aircraft software.,Department of Defence,15-Jul-15,Software,3-Jul-15,30-Jun-16,550000,,FLIGHT DATA SYSTEMS PTY LTD,15/07/2015 16:35
CN3268122,Software Managed Service,Department of Defence,15-Jul-15,Software,9-Jul-15,30-Jun-16,1982346.44,CIOG139/12,APHELION DATA,15/07/2015 16:46
CN3281965,Vehicular Intercom Systems,Department of Defence,4-Aug-15,Communications Devices and Accessories,23-Jun-15,28-Aug-15,864189.17,,HARRIS CORPORATION DBA HARRIS RF CO,4/08/2015 14:19
CN3291086,Vehicular Intercom Systems,Department of Defence,8-Sep-15,Communications Devices and Accessories,19-Aug-15,28-Aug-15,992327.59,,HARRIS CORPORATION DBA HARRIS RF CO,8/09/2015 10:03
CN3282174,Acquisition of Tactical Data Radio Systems,Department of Defence,4-Aug-15,Communications Devices and Accessories,3-Jul-15,30-Sep-15,3460803.13,,RAYTHEON AUSTRALIA PTY LTD,4/08/2015 15:08
CN3291177,Support Services for the Air Component,Department of Defence,8-Sep-15,Software,28-Aug-15,30-Jun-20,10082108.54,DMOESD/RFT0080/2014,BAE SYSTEMS AUSTRALIA LTD,8/09/2015 10:32
CN3291188,Software updates to assist with training,Department of Defence,8-Sep-15,Software,28-Aug-15,30-Mar-16,1575387,,ROCKWELL COLLINS AUSTRALIA PTY LTD,8/09/2015 10:35
CN3291205,Aircraft software system configuration set,Department of Defence,8-Sep-15,Software,10-Aug-15,30-Jun-18,1802575.78,,FMS ACCOUNT,8/09/2015 10:41
CN3291210,Foreign Military Sales Case for technical assistance for Long Range Patrol Radio,Department of Defence,8-Sep-15,Communications Devices and Accessories,2-Jun-15,30-Jun-21,4779565.61,,FMS ACCOUNT,8/09/2015 10:43
CN3291214,Foreign Military Sales Case for military communication system maintenance.,Department of Defence,8-Sep-15,Communications Devices and Accessories,6-May-15,30-Jun-17,573851.94,,FMS ACCOUNT,8/09/2015 10:44
CN3291220,Communication equipment,Department of Defence,8-Sep-15,Communications Devices and Accessories,27-Aug-15,30-Jun-17,1324631.44,,FMS ACCOUNT,8/09/2015 10:46
CN3282338,Computer equipment,Department of Defence,4-Aug-15,Computer Equipment and Accessories,24-Jul-15,31-Aug-15,1255518,,HEWLETT PACKARD AUSTRALIA LTD,4/08/2015 15:49
CN3282362,Aircraft software system configuration set,Department of Defence,4-Aug-15,Software,28-Jul-15,30-Jun-18,1565627.86,,FMS ACCOUNT,4/08/2015 15:55
CN3297951,Cables,Department of Defence,13-Oct-15,Communications Devices and Accessories,29-Sep-15,10-Apr-16,1489565,,MARKERRY INDUSTRIES PTY LTD,13/10/2015 10:47
CN3297958,Minewarfare Tactical Command Software and Operational Logistics System 5 Yr Support,Department of Defence,13-Oct-15,Software,15-May-15,20-Oct-15,613245.67,,SOLUTIONS FROM SILICON,13/10/2015 10:49
CN3297959,Acquisition of Tactical Data Radio Systems,Department of Defence,13-Oct-15,Communications Devices and Accessories,3-Dec-14,30-Dec-14,908274.4,,RAYTHEON AUSTRALIA PTY LTD,13/10/2015 10:49
CN3298011,Enhanced Deployable Local Area Network Development,Department of Defence,13-Oct-15,Data Voice or Multimedia Network Equipment or Platforms and Accessories,1-Oct-15,30-Jun-17,44313316.31,09/01 ES,THALES AUSTRALIA,13/10/2015 11:08
CN2967112,Centralised Processing - Tasking Statement 3- COE,Department of Defence,7-Apr-15,Computer Equipment and Accessories,23-Mar-15,30-Jun-16,11225714.5,CIOG249/11,LOCKHEED MARTIN AUSTRALIA PTY LTD,7/04/2015 13:06
CN2970082,Database ICT Hardware,Department of Defence,7-Apr-15,Computer Equipment and Accessories,27-Mar-15,31-Aug-16,2883702.61,,ORACLE CORPORATION AUSTRALIA,7/04/2015 13:33
CN3298168,Electronic Health Data Information System,Department of Defence,13-Oct-15,Software,5-Aug-15,13-Dec-16,855951,RFT-JEHDI-2010-007,CSC AUSTRALIA PTY LTD,13/10/2015 12:15
CN3298259,Computer Equipment and Accessories,Department of Defence,13-Oct-15,Computer Equipment and Accessories,2-Oct-15,31-Aug-18,1369500,,GULANGA GROUP PTY LTD,13/10/2015 12:40
CN3048242,Fuel card mangement for B-vehicle Green Fleet,Department of Defence,12-May-15,Software,30-Apr-15,31-Jul-19,2646269.3,,SGFLEET,12/05/2015 10:24
CN3049952,Networking Equipment,Department of Defence,12-May-15,Network security equipment,28-Apr-15,15-May-15,4075034.4,,SHELDE PTY LTD,12/05/2015 10:37
CN3305195,Computer Equipment and Accessories,Department of Defence,17-Nov-15,Computer Equipment and Accessories,3-Nov-15,20-Nov-15,1277760,,DELL AUSTRALIA PTY LIMITED,17/11/2015 10:56
CN3305498,Software contract support,Department of Defence,17-Nov-15,Software,13-Nov-15,30-Jun-16,902274.6,01/09 ESD,THALES AUSTRALIA,17/11/2015 12:21
CN3305535,Acquisition of Combat Net Radio and associated ancillaries,Department of Defence,17-Nov-15,Communications Devices and Accessories,13-Nov-15,30-Nov-15,4006749.17,,HARRIS CORPORATION DBA HARRIS RF CO,17/11/2015 12:26
CN3305577,FMS Case for Mission Planning Systems,Department of Defence,17-Nov-15,Computers,13-Oct-15,30-Jun-17,8664339.4,,FMS ACCOUNT,17/11/2015 12:33
CN3158092,Wireless survey devices,Department of Defence,16-Jun-15,Communications Devices and Accessories,3-Jun-15,31-Jul-15,784790.17,,CRITERION SOLUTIONS PTY LTD,16/06/2015 9:59
CN2796062,Software Support and Maintenance,Department of Defence,13-Jan-15,Software,23-Jun-10,31-Dec-15,6425756.79,CIOG734/09,SAP AUSTRALIA PTY LTD,13/01/2015 9:15
CN2796242,Software Upgrade,Department of Defence,13-Jan-15,Software,24-Dec-14,30-Oct-15,738960.75,RFT AEMMS/C2/2006/1,ACCENTURE AUSTRALIA HOLDINGS,13/01/2015 9:17
CN3277670,Transportable Land Terminals,Department of Defence,21-Jul-15,Communications Devices and Accessories,14-Jul-15,2-Apr-17,4506010.41,DMOESD/RFT0227/2011,RAYTHEON AUSTRALIA PTY LTD,21/07/2015 9:58
CN3277710,Acquisition of Combat Net Radio and associated ancillaries,Department of Defence,21-Jul-15,Communications Devices and Accessories,8-Jul-15,30-Aug-15,3071659.34,,HARRIS CORPORATION DBA HARRIS RF CO,21/07/2015 10:18
CN3277743,Track Management System - CCP 005,Department of Defence,21-Jul-15,Software,28-May-15,28-Feb-16,1758772.18,,NORTHROP GRUMMAN INTERNATIONAL TRAD,21/07/2015 10:31
CN2862942,Multimedia Shredders,Department of Defence,17-Feb-15,Computer Equipment and Accessories,5-Feb-15,30-Jun-15,769538,,KOBRA SHREDDERS AUSTRALIA PTY LTD,17/02/2015 9:23
CN3278204,Maintenance Support,Department of Defence,21-Jul-15,Computer Equipment and Accessories,10-Jul-15,30-Jun-16,1430949.33,,HITACHI DATA SYSTEMS AUSTRALIA,21/07/2015 12:22
CN2936652,Hardware,Department of Defence,24-Mar-15,Components for information technology or broadcasting or telecommunications,12-Sep-14,30-Jun-16,1145076.82,CIOG 286/14,IBM AUSTRALIA LTD,24/03/2015 9:40
CN2937522,Centralised Processing,Department of Defence,24-Mar-15,Computer Equipment and Accessories,17-Feb-15,5-Sep-22,6302112.5,CIOG 249/11,LOCKHEED MARTIN AUSTRALIA PTY LTD,24/03/2015 9:47
CN2939862,Non standard software and maintenance,Department of Defence,24-Mar-15,Software,12-Mar-15,31-Mar-16,562500,,ACTIAN AUSTRALIA PTY LIMITED,24/03/2015 10:04
CN3288173,Intercommunication systems for military vehicles,Department of Defence,25-Aug-15,Communications Devices and Accessories,13-Aug-15,14-Jun-16,2926849.05,,THALES AUSTRALIA LTD,25/08/2015 13:15
CN3288174,Intercommunication systems for military vehicles,Department of Defence,25-Aug-15,Communications Devices and Accessories,13-Aug-15,14-Jun-16,632924.72,,THALES AUSTRALIA LTD,25/08/2015 13:16
CN3288219,Software Upgrade,Department of Defence,25-Aug-15,Software,14-Aug-15,30-Jun-17,628329.53,,ABB ENTERPRISE SOFTWARE PTY LTD,25/08/2015 13:25
CN3287189,Circuit Card Assembly,Department of Defence,20-Aug-15,Communications Devices and Accessories,4-Aug-15,27-Sep-16,526864.8,,ELECTROTECH AUSTRALIA PTY LTD,20/08/2015 14:11
CN3288256,Software Upgrade,Department of Defence,25-Aug-15,Software,14-Aug-15,30-Sep-15,1348110.37,,ABB ENTERPRISE SOFTWARE PTY LTD,25/08/2015 13:33
CN3294989,Transportable Land Terminals,Department of Defence,29-Sep-15,Communications Devices and Accessories,25-Aug-15,2-Apr-17,5830322,DMOESDIB0227/2011,RAYTHEON AUSTRALIA PTY LTD,29/09/2015 10:13
CN3295049,Acquisition of Combat Net Radios and Ancillaries,Department of Defence,29-Sep-15,Communications Devices and Accessories,16-Sep-15,30-Sep-15,6062080.05,,HARRIS CORPORATION DBA HARRIS RF CO,29/09/2015 10:30
CN3295133,Development new phase,Department of Defence,29-Sep-15,Data Voice or Multimedia Network Equipment or Platforms and Accessories,18-Sep-15,30-Jun-16,613770.3,,ATOS (AUSTRALIA) PTY LTD,29/09/2015 11:21
CN3013082,COMPUTER EQUIPMENT,Department of Defence,28-Apr-15,Computer Equipment and Accessories,16-Apr-15,31-May-15,673480.5,,KONICA MINOLTA BUSINESS SOLUTIONS,28/04/2015 9:18
CN3013982,eHealth System On Board,Department of Defence,28-Apr-15,Software,17-Apr-15,31-Dec-15,2281304.3,RFT-JEHDI-2010-007,CSC AUSTRALIA PTY LTD,28/04/2015 9:25
CN3014052,Computer Equipment and Accessories,Department of Defence,28-Apr-15,Computer Equipment and Accessories,17-Apr-15,27-Apr-18,599291.02,,DIMENSION DATA AUSTRALIA PTY LTD,28/04/2015 9:25
CN3014112,Computer equipment,Department of Defence,28-Apr-15,Computer Equipment and Accessories,17-Apr-15,29-May-15,521926.9,,TELSTRA,28/04/2015 9:26
CN3015062,Large Format Plotters,Department of Defence,28-Apr-15,Computer printers,15-Apr-15,30-Apr-15,740213.1,,AGFA-GEVAERT LTD,28/04/2015 9:33
CN3295463,Simulator Software Upgrade,Department of Defence,29-Sep-15,Software,17-Sep-15,30-Jun-16,1540000,,CAE AUSTRALIA PTY LTD,29/09/2015 12:44
CN3302054,Defence Estate Information System,Department of Defence,3-Nov-15,Software,21-Oct-15,30-Jun-16,977453.4,BSR 2012/07/2014,BROOKFIELD JOHNSON CONTROLS P/L,3/11/2015 11:58
CN3302196,Acquisition of Combat Net Radios and Ancillaries.,Department of Defence,3-Nov-15,Communications Devices and Accessories,27-Oct-15,3-Dec-15,2564050.64,,HARRIS CORPORATION DBA HARRIS RF CO,3/11/2015 12:24
CN3297584,Soldier personal radio accessories,Department of Defence,9-Oct-15,Communications Devices and Accessories,23-Sep-15,10-May-16,2400816,,EYLEX PTY LTD,9/10/2015 16:22
CN3110102,Computer equipment and accessories,Department of Defence,2-Jun-15,Computer Equipment and Accessories,19-May-15,30-May-19,731170,,HEWLETT PACKARD AUSTRALIA LTD,2/06/2015 9:59
CN3111222,Specialist Development of Prototype Demonstrator,Department of Defence,2-Jun-15,Software,12-May-15,30-Jun-16,893970,,CONSUNET PTY LTD,2/06/2015 10:18
CN3111972,Terrestrial Data Transmission Services,Department of Defence,2-Jun-15,Components for information technology or broadcasting or telecommunications,22-Oct-14,31-Dec-15,986092.6,CIOG458/14,VERIZON AUSTRALIA PTY LTD,2/06/2015 10:24
CN3309313,Support services including maintenance and development of Joint Command Support Environment,Department of Defence,8-Dec-15,Software,24-Jun-15,31-May-16,2573197.18,RFT 06-085-EWS,LOCKHEED MARTIN AUSTRALIA PTY LTD,8/12/2015 8:57
CN3309374,Transportable Land Terminals Support,Department of Defence,8-Dec-15,Communications Devices and Accessories,26-Nov-15,30-Jun-21,18512989.15,DMOESDRFT0227/2011,RAYTHEON AUSTRALIA PTY LTD,8/12/2015 8:58
CN3112462,Interactive Link Data Diode System,Department of Defence,2-Jun-15,Computer servers,21-May-15,30-Jun-15,521166.83,,BAE SYSTEMS AUSTRALIA LTD,2/06/2015 10:29
CN3309636,Computer Equipment and accessories,Department of Defence,8-Dec-15,Computer Equipment and Accessories,24-Nov-15,29-Feb-16,1485528,,GREENBOX,8/12/2015 9:02
CN3309637,Software Maintenance and Support Services,Department of Defence,8-Dec-15,Software,24-Nov-15,1-Dec-17,624800,,FUJITSU AUSTRALIA LIMITED,8/12/2015 9:02
CN3113242,Software Procurement,Department of Defence,2-Jun-15,Software,21-May-15,30-Jun-18,767872.6,,DYNATRACE ASIA-PACIFIC PTY LTD,2/06/2015 10:36
CN2830232,Computer hardware,Department of Defence,3-Feb-15,Computer Equipment and Accessories,19-Jan-15,30-Jun-15,516272.64,,HEWLETT PACKARD AUST LTD,3/02/2015 8:36
CN2830422,Centalised Processing,Department of Defence,3-Feb-15,Computer Equipment and Accessories,19-Nov-14,5-Sep-22,2207892.21,CIOG 249/11,LOCKHEED MARTIN AUSTRALIA PTY LTD,3/02/2015 8:39
CN2832342,Software maintenance and support services,Department of Defence,3-Feb-15,Software,23-Jan-15,31-Mar-16,1035323.52,,CSC AUSTRALIA PTY LTD,3/02/2015 8:57
CN3312014,Internet Based Network Connection Services 2015-18,Department of Employment,18-Dec-15,Data Voice or Multimedia Network Equipment or Platforms and Accessories,14-Dec-15,13-Dec-18,5866125.51,1000039111,DEPARTMENT OF FINANCE,18/12/2015 15:32
CN3192632,Renewal of HP Testing Toolset 2015-16,Department of Employment,24-Jun-15,Software,1-Jul-15,30-Jun-16,523639.86,1000031358,HEWLETT PACKARD AUSTRALIA PTY LTD,24/06/2015 15:36
CN3249222,Employment Systems SMS Services,Department of Employment,9-Jul-15,Software,8-Jul-15,30-Jun-17,3227510,,TELSTRA CORPORATION LIMITED,9/07/2015 14:13
CN3290980,Data Voice or Multimedia Network Equipment or Platforms and Accessories. Contract variation - originally published by DEEWR CN440127,Department of Employment,7-Sep-15,Data Voice or Multimedia Network Equipment or Platforms and Accessories,1-Jul-14,1-Dec-15,2236926.91,1000030358,TELSTRA (VIC),7/09/2015 13:48
CN3130162,Optus Mobile Services Contract 2015 - 17,Department of Employment,5-Jun-15,Communications Devices and Accessories,27-May-15,26-May-17,508800,1000029832,OPTUS NETWORKS PTY LTD,5/06/2015 13:57
CN3130302,400x Desktops and 85x Laptops,Department of Employment,5-Jun-15,Software,3-Jun-15,30-Jun-19,672701.48,1000029935,DELL AUSTRALIA PTY LTD,5/06/2015 13:59
CN3216492,Computer Associates License Renewal 2015-18 for SSC,Department of Employment,30-Jun-15,Software,30-Jun-15,29-Jun-18,1306148.8,1000031804,COMPUTER ASSOCIATES PTY LTD,30/06/2015 14:30
CN2817102,Provision of Network Equipment,Department of Employment,22-Jan-15,Components for information technology or broadcasting or telecommunications,22-Jan-15,7-Feb-20,855340.14,1000024068,DATA#3 LTD,22/01/2015 16:44
CN3080802,Procurement of Video Collaboration Server Iinfrastructure System Solution,Department of Employment,22-May-15,Components for information technology or broadcasting or telecommunications,25-May-15,30-Jun-18,917194.5,1000029020,UXC CONNECT PTY LTD,22/05/2015 13:36
CN3053802,Procurement of Server Equipment,Department of Employment,13-May-15,Components for information technology or broadcasting or telecommunications,4-May-15,30-May-20,590227.42,1000028174,FUJITSU AUSTRALIA LTD,13/05/2015 13:33
CN3120512,IBNCS159 -Australian Federal Police Provision of Internet Based Connection Services,Department of Finance,2-Jun-15,Components for information technology or broadcasting or telecommunications,29-May-15,29-Nov-21,12981884.4,FIN10AGI019,Nextgen Networks Pty Ltd,2/06/2015 18:00
CN3053022-A6,IBNCS196 - Bureau of Meterology Provision of Internet Based Network Connection Ser,Department of Finance,12-May-15,Components for information technology or broadcasting or telecommunications,7-May-15,30-Jun-18,4289929.64,FIN10AGI019,Nextgen Networks Pty Ltd,7/03/2016 10:03
CN3202912-A2,IBNCS146 - Health Provision of Internet Based Connection Services,Department of Finance,26-Jun-15,Components for information technology or broadcasting or telecommunications,25-Jun-15,30-Jun-16,654596.8,FIN10AGI019,Optus Networks Pty Ltd,19/11/2015 16:22
CN3302669,IBNCS210 - Dept of Immigration & Border Protection Provision of Internet Based Connection Servic,Department of Finance,5-Nov-15,Components for information technology or broadcasting or telecommunications,30-Oct-15,30-Jun-19,13127579.84,FIN10/AGI019,Optus Networks Pty Ltd,5/11/2015 9:08
CN3297082,IBNCS227 - Austrade Provision of Internet Based Connection Services,Department of Finance,6-Oct-15,Components for information technology or broadcasting or telecommunications,24-Sep-15,30-Sep-16,574622.4,FIN10AGI019,Pacnet Services (A) Pty Ltd,6/10/2015 16:33
CN3250262,IT Advisory Services for the ASIC Registry Project,Department of Finance,9-Jul-15,Components for information technology or broadcasting or telecommunications,26-Jun-15,30-Jun-16,1050000,FIN15/BPAM3088,Deloitte Touche Tohmatsu,9/07/2015 17:37
CN2882512-A1,IBNCS203- The Australian Bureau of Statistics,Department of Finance,26-Feb-15,Components for information technology or broadcasting or telecommunications,20-Feb-15,19-Feb-18,1755717.21,FIN10AGI019,Optus Networks Pty Ltd,23/02/2016 15:45
CN3311353,IBNCS225 - Dept. of Employment Provision of Internet Based Connection Services,Department of Finance,16-Dec-15,Components for information technology or broadcasting or telecommunications,10-Dec-15,13-Dec-18,5959558.44,FIN10/AGI019,Nextgen Networks Pty Ltd,16/12/2015 9:46
CN3299019-A2,IBNCS223 - Department of Industry and Science Provision of Internet Based Connection Services,Department of Finance,16-Oct-15,Components for information technology or broadcasting or telecommunications,14-Oct-15,31-Oct-18,2050032.6,FIN10AGI019,Nextgen Networks Pty Ltd,4/04/2016 11:18
CN3039912,IBNCS199-CRIMTRAC Provision of Internet Based Connection Services,Department of Finance,7-May-15,Components for information technology or broadcasting or telecommunications,15-Apr-15,30-Jun-18,988044.1,FIN10AGI019,Nextgen Networks Pty Ltd,7/05/2015 15:54
CN2797432-A2,SAP Support Services,Department of Finance,13-Jan-15,Software,24-Dec-13,30-Jun-15,655655,,Southern Cross Computing Pty Ltd,13/01/2015 13:40
CN3104682-A1,IBNCS194 -Civil Aviation Safety Authority Provision of Internet Based Connection Services,Department of Finance,29-May-15,Components for information technology or broadcasting or telecommunications,26-May-15,30-Jun-18,764288.8,FIN10AGI019,AAPT - 7079700,1/03/2016 7:57
CN3308647,IBNCS232 - Dept of Parliamentary Services Provision of Internet Based Connection Services,Department of Finance,3-Dec-15,Components for information technology or broadcasting or telecommunications,12-Nov-15,11-Nov-20,39043307.81,FIN10/AGI019,Telstra Australia - Main Account,3/12/2015 15:44
CN3128892-A2,Provision of Communications Devices and Accessories,Department of Foreign Affairs and Trade,5-Jun-15,Communications Devices and Accessories,29-May-15,28-May-18,2909172.7,DFAT-IMD-PCI-02,UXC CONNECT PTY LTD,31/08/2015 11:45
CN3120632,Provision of Desktop Computers,Department of Foreign Affairs and Trade,3-Jun-15,Desktop computers,22-May-15,30-Jun-15,505938.9,FIN11/COO009,DELL AUSTRALIA PTY LIMITED,3/06/2015 8:16
CN3166922,Provision of Communications Devices and Accessories,Department of Foreign Affairs and Trade,18-Jun-15,Communications Devices and Accessories,17-Jun-15,31-Aug-17,1386500,RFT FIN13BPAM1871,OPTUS NETWORKS PTY LIMITED,18/06/2015 8:47
CN3306166,Provision of Software,Department of Foreign Affairs and Trade,20-Nov-15,Software,13-Nov-15,12-Nov-18,587697,FIN11/COO009,ACRONYMIT PTY LTD,20/11/2015 15:54
CN3310590-A1,Provision of Components for Information Technology or Broadcasting or Telecommunications,Department of Foreign Affairs and Trade,14-Dec-15,Components for information technology or broadcasting or telecommunications,4-Sep-15,3-Sep-19,14917192.64,FIN11/COO009,UXC CONNECT PTY LTD,14/01/2016 9:35
CN3297857,Provision of Components for Information Technology or Broadcasting or Telecommunications,Department of Foreign Affairs and Trade,12-Oct-15,Components for information technology or broadcasting or telecommunications,1-Oct-15,30-Sep-18,2402289,FIN10/AGI005-B,UXC LIMITED,12/10/2015 15:42
CN3297862,Provision of Software,Department of Foreign Affairs and Trade,12-Oct-15,Software,6-Oct-15,30-Jun-17,1020519.5,,NATIONAL ICT AUSTRALIA,12/10/2015 16:27
CN3126782-A3,Provision of Riverbeds for PCI,Department of Foreign Affairs and Trade,5-Jun-15,Computer Equipment and Accessories,8-May-14,29-May-16,2640520.18,FIN11/COO009,DIMENSION DATA AUSTRALIA PTY L,20/01/2016 10:44
CN3308519,Provision of Components for Information Technology or Broadcasting or Telecommunications,Department of Foreign Affairs and Trade,2-Dec-15,Components for information technology or broadcasting or telecommunications,23-Nov-15,30-Jun-17,5500000,D229,OAKTON SERVICES PTY LTD,2/12/2015 16:11
CN3065682,Provision of Computer Servers,Department of Foreign Affairs and Trade,18-May-15,Computer servers,24-May-15,23-May-18,804644,FIN11/COO009,DIMENSION DATA AUSTRALIA PTY LTD,18/05/2015 8:38
CN3297435,Provision of Components for Information Technology or Broadcasting or Telecommunications,Department of Foreign Affairs and Trade,9-Oct-15,Components for information technology or broadcasting or telecommunications,8-Sep-15,31-Dec-15,550097,FIN11/COO009,FUJITSU AUSTRALIA LIMITED,9/10/2015 14:44
CN3297436,Provision of Data Voice or Multimedia Network Equipment or Platforms and Accessories,Department of Foreign Affairs and Trade,9-Oct-15,Data Voice or Multimedia Network Equipment or Platforms and Accessories,9-Sep-15,11-Dec-15,540480.57,DFAT11-IMD-03,HILLS T/A STEP ELECTRONICS,9/10/2015 14:44
CN3298551,Provision of Software,Department of Foreign Affairs and Trade,14-Oct-15,Software,30-Jun-15,14-Apr-18,506882.79,DFAT08-APO-034,FAIR ISAAC (ASPAC) PTE LIMITED,14/10/2015 16:00
CN3309750,Provision of Telephony Equipment,Department of Foreign Affairs and Trade,8-Dec-15,Telephony equipment,27-Nov-15,26-Nov-16,716045,FIN11/COO009,UXC CONNECT PTY LTD,8/12/2015 11:27
CN3175592,Detailed Disengagement Activities,Department of Health,19-Jun-15,Data Voice or Multimedia Network Equipment or Platforms and Accessories,7-Apr-15,30-Sep-15,1030618.82,,IBM Australia Ltd,19/06/2015 15:37
CN3300267,Software and associated implmentation services,Department of Health,23-Oct-15,Software,14-Dec-11,9-Dec-14,783340.14,RFT049/1112,KAPISH SERVICES PTY LTD,23/10/2015 16:56
CN3040362,For the Provision of ICT Infrastructure and Support Services,Department of Health,7-May-15,Data Voice or Multimedia Network Equipment or Platforms and Accessories,31-Mar-15,30-Jun-20,253671194.6,Health/163/1314,DATACOM SYSTEMS (ACT) PTY LTD,7/05/2015 16:59
CN3018182,Analysis and design for the SAP Roadmap Program,Department of Health,28-Apr-15,Software,13-Mar-15,30-Jun-15,983488,,SAP AUSTRALIA PTY LTD,28/04/2015 16:53
CN3285164-A1,ICT Services,Department of Human Services,13-Aug-15,Components for information technology or broadcasting or telecommunications,1-Jul-15,30-Jun-16,789773.6,,Ajilon Australia Pty Ltd,3/12/2015 16:54
CN3285246-A1,ICT Services,Department of Human Services,13-Aug-15,Components for information technology or broadcasting or telecommunications,1-Jul-15,28-Jun-16,549120,,SYPAQ Systems Pty Ltd,3/12/2015 16:59
CN3285203-A1,ICT Services,Department of Human Services,13-Aug-15,Components for information technology or broadcasting or telecommunications,24-Jun-15,30-Jun-16,973896,,Apis Group Pty Limited,3/12/2015 17:00
CN2789212-A2,Software Support and Maintenance,Department of Human Services,6-Jan-15,Software,24-Nov-14,31-May-16,1094731.56,,Kofax Australia Pty Ltd,2/07/2015 14:42
CN2880462-A2,IT Services,Department of Human Services,25-Feb-15,Components for information technology or broadcasting or telecommunications,1-Dec-14,31-Aug-15,4843740,,Fujitsu Australia Limited,11/08/2015 11:23
CN2880452-A2,IT Services,Department of Human Services,25-Feb-15,Components for information technology or broadcasting or telecommunications,1-Dec-14,31-Aug-15,4503185.5,,Wipro Limited,11/08/2015 11:26
CN2880442-A3,IT Services,Department of Human Services,25-Feb-15,Components for information technology or broadcasting or telecommunications,1-Dec-14,31-Aug-15,3906548.8,,Dialog Information Technology,11/08/2015 11:28
CN2914142-A2,IT Specialist Services by Specified Personnel,Department of Human Services,12-Mar-15,Components for information technology or broadcasting or telecommunications,22-Oct-14,31-Aug-15,2127279,D229,Accenture Pty Ltd,11/08/2015 11:36
CN2974072-A1,Information Technology Services,Department of Human Services,8-Apr-15,Components for information technology or broadcasting or telecommunications,4-Feb-15,31-Aug-15,530860,,Capgemini Australia Pty Ltd,11/08/2015 11:41
CN2974042-A1,Information Technology Services,Department of Human Services,8-Apr-15,Components for information technology or broadcasting or telecommunications,23-Feb-15,31-Aug-15,552816,,Southern Cross Computing Pty Ltd,11/08/2015 11:47
CN3171132-A1,ICT Services,Department of Human Services,18-Jun-15,Components for information technology or broadcasting or telecommunications,3-Jun-15,30-Jun-16,3972540,,CSC Australia Pty Ltd,11/08/2015 11:56
CN3287490,Software Licenses and Support,Department of Human Services,21-Aug-15,Software,30-Jun-15,29-Jun-16,1841405.81,,Microsoft Pty Ltd,21/08/2015 14:22
CN3287503,Software Licences and Maintenance,Department of Human Services,21-Aug-15,Software,30-Jun-15,29-Jun-17,8107000,,SAP Australia Pty Ltd,21/08/2015 14:24
CN3287537,ICT Services,Department of Human Services,21-Aug-15,Components for information technology or broadcasting or telecommunications,1-Jul-15,31-Oct-15,821409.6,,Dialog Information Technology,21/08/2015 14:30
CN3287541,ICT Services,Department of Human Services,21-Aug-15,Components for information technology or broadcasting or telecommunications,1-Aug-15,30-Jul-16,1952280,,Dialog Information Technology,21/08/2015 14:30
CN3287548,ICT Services,Department of Human Services,21-Aug-15,Components for information technology or broadcasting or telecommunications,6-Jul-15,31-Dec-15,574608.9,,Deloitte Touche Tohmatsu,21/08/2015 14:32
CN2911112-A1,Information Technology Services,Department of Human Services,11-Mar-15,Components for information technology or broadcasting or telecommunications,12-Jan-15,30-Jun-16,525250,,SMS Consulting Group Limited,25/09/2015 15:07
CN3121272-A2,Information Technology Services,Department of Human Services,3-Jun-15,Components for information technology or broadcasting or telecommunications,7-May-15,30-Jun-16,3504930,,Wipro Limited,25/09/2015 15:36
CN3171232-A1,ICT Services,Department of Human Services,18-Jun-15,Components for information technology or broadcasting or telecommunications,27-May-15,30-Jun-16,1024650,,Southern Cross Computing Pty Ltd,25/09/2015 15:38
CN3171112-A1,ICT Services,Department of Human Services,18-Jun-15,Components for information technology or broadcasting or telecommunications,4-Mar-15,4-Mar-16,840840,,Ajilon Pty Ltd,25/09/2015 15:42
CN3235352-A1,ICT Services,Department of Human Services,6-Jul-15,Components for information technology or broadcasting or telecommunications,23-Apr-15,31-Oct-15,653730,,CSC Australia Pty Ltd,25/09/2015 15:44
